timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,is_labeled_suspicious,attack_type
2026-07-27 14:26:44,130.181.20.140,132.251.179.113,8333,8332,6b2d3f478927b17274591d10421f268cb68fa1415fd6a912818c2a3acd483482,3OsTVsrosV1JQFD43SHWF7690gKhwRyRiI,bc1qsbUSu9QXWASWDEIIJmZBCzCkNbo1gocd6X1teV,0.22525703,0.20143577,0.02382126,P2PKH,TR,True,Fee_Spike
2026-07-27 14:41:17,201.147.17.130,2.36.71.136,55327,18332,a1b425c258c6255aac16d60557b1d31b563375e27cc6a1079aac498be7111e26,1zLLANLnoYvQR46K4s4OzuiT6uo559Hxs2|bc1qcjdUXaegDWzvoAWrxGPpsAjcMhUlkdytD86MDT|3qOt2KPaqI4ngkd1fHLnbDIdtEitj7miOg,bc1q2o0kcQ6DjMvI1O8Gzlmh2N2jC1qrVIB50KBtah,0.24040284|0.07230928|0.80339569,1.11598916,0.00011865,P2WPKH,VN,False,Normal_P2P
2026-07-27 15:26:30,165.28.66.67,136.139.108.179,63091,8333,901591bf86852f39c5f20323f76613e4bff9aed192cd48f9cb10ea9ca5c1671f,bc1qutrGkEn4R4gNrQ5aXJyT4RUgDdNpT719eZ46Tu|bc1qB4z9ylaPRYKwTYTqtZHwgZlikIskbOnGaRizqm|340aY7J9V00fqjoASSolk4jzWgGJHfRbio,36gMpJgLX5JglFEPiw84bQpTL1OBsDHgPq,0.00899505|0.00276688|0.01608346,0.02773703,0.00010836,P2PKH,LA,False,Normal_P2P
2026-07-27 15:28:35,161.134.156.117,200.38.68.189,49558,18333,31ff23e90d330368712b33abf4f59d606b4c680443f7c20093f17b0f3d802a98,bc1qmL67K3cOR8ejOAfDtNYAM8eIHUTWih9InR98Z8|32OpJutoiTl2XTq9dx7XCqEuuyfgUm5KGN,bc1qWDZsLygDBXoJYHWv00nwlHOQXkCdDiQPqFGyEf,0.27556531|1.00758226,1.2827649,0.00038267,P2WPKH,TR,False,Normal_P2P
2026-07-27 16:18:58,208.33.204.69,194.184.231.10,52213,18332,3e9302912e966fd62168727b83541f98c73806403c0cf55f5933aa51276ec404,bc1qKdBMS61icPC1ppSd5hRHj15QELp5nVIS5TXHLa,1hAfAdgpB7egsdFE7kOssh7bF5m0cP38t3,0.61965779,0.61938515,0.00027264,P2WPKH,BO,False,Normal_P2P
2026-07-27 16:34:26,119.184.48.28,101.247.175.105,57061,18332,8703a7325b5a12fb602e543c6d092c60294ba6a35c567cd2f9d0904e6c1890a0,bc1qWG7UQMJCPrnT79m0uvhysbauk4qQUsI96DGAaC,3Zm1pJ7F7jVZSDwXBD6t396g2GZA1D7qUu,0.98917224,0.98870051,0.00047173,P2PKH,KP,False,Normal_P2P
2026-07-27 16:36:28,223.162.202.69,202.29.139.117,56658,8332,d2370abfe6a26c11e3630dfdab291d1e989cf4efaac1c3b52db48b46d575790d,bc1qT7D3FOJ3SgVdyQkZMwsCaSKfCwXeObmge7mMQa,14hoRThsLLvzm5nDwfWv9Ygji1ov4CsUTn,1.52111261,1.52085987,0.00025274,P2PKH,NO,False,Normal_P2P
2026-07-27 17:18:04,221.62.107.101,126.121.172.62,57721,8332,9a0e70ce92355b313a143464a6f9f60f1196d66b6c65d997f28257a13fd3d51c,3dX3zau6bPFFMD71QR96YUTefADBWSzIWN|bc1qRvwN2hgowTyiWgjWeEgvwhq70a1gSiVMPGj4P7|32KW88ra4nLsl3odG4KJA9Ap71uYd1B6wj,179ra2lEvWNUuhbwt0JWTl3AU03Iou9emS,0.08888022|0.02545374|0.45289063,0.56673371,0.00049088,P2PKH,KI,False,Normal_P2P
2026-07-27 17:18:59,202.171.219.176,218.132.12.25,59397,8332,bf6cc4f8648fbd1df1b9263bb76f90814f5e25785e1890a863e5eae87e7a3b11,3aPabREndCRzsTcIdxTVU2zsXUEHi0m70O,bc1qFEpYOHfMsBCiOaBQMJeCbFamdKh5jC5Ego9LsQ,1.97370321,1.97339964,0.00030357,P2PKH,PH,False,Normal_P2P
2026-07-27 17:25:11,16.215.81.154,187.206.30.203,443,18333,b649f171b9212f9eb92ed2e68cba434134cdf20b9f25001a575f272419d6deaf,17b6SkWXIIOhyX7MOtQz54UPjmJCkB9aWp|bc1qWcG5rlH5lZ0UplTntxThSdYmc9QHa75LLAKoUU|3cQkFv7McNASY68yW1NoiGB4Fy8I2Kf12B|1twkVhYmKhr1fhWmh16kO5hnAaqUWZp0g0|bc1qje3CosZi8M8rbQgNsnyFveYboAchNvz8H3ECAr|bc1qLd1ZxWsLT1MF26QHjjeb8i7ohKymRq5qWtbIrg|bc1qHIqMQPleqjCDfZakhgdFhKQwba4TAVStYTmrD7|bc1qLDl21NCDRMB9vBHUWyF50lDzm6Dq9UTK14lPUt|3HyHSgqHZjgJbfoASVcu7FGSP5ZcBOa7sH|1dE0Sw1bI0ldzVLryE2jFm1U0rYg33qunm|3wJfoYr2wBGkzCB13x12Uq60ZEsWoHj7Ae|1gnnwtpXvMzO1zqHnKTmgzfvI5zMfs4E9c|bc1qwwq2Q0ClVsALIMyVYpe9jBxjE5Je1Ny6fFJH7f|3NgON2mJzFlzEGDJhQI7yOXA0bksP2Iwca|bc1qk31Tkudh5of434uX7iD0RDVfWT5GimDm6bwRH3|bc1qEX1aZvuMJVuDSnjO8qGiLO68aVrh5T246UudxY|1BCl5NDJYqtnqfbnz0H38M9QPVVpRexMnT|1CcuFfvGJA7r2se1BabNYAd6l0kce6Ab2k|bc1qcNQCff0DqvkjBpbpg8hirfrzLSAfZaRAzfSriG,3Qh3Z7kUC9xBYMLv2Pc8mvdDRrPVl9veSz|bc1qD2e6hLEceDhLyms5mT8bfHb7S2xoeuuhVklJ0A|1HkAeYbvBqSa6nOOusHuFJ8pbQZrQVc9Ra|15j5xnMoe8uzdoHrEc0tGPTpvAvd7vzf6x|bc1qCQTiXLSpH1OL22abaazzCQuOENyjdCgbWziL4j|33lLneXacVD6TxgblkG8CB8yRz3iflG3ja|bc1qQAjrojUKLhhbY67yQ3jTRD9jhJ2fCwQ5D9hfjn|1MOgR0uI3iV1PeCDvEtWFLK8oZIZ6irsgD|1K2QoUMcuv7luX4mBXQS72btkO5pRfKCJE|3z87ea4FjHJXxtt7ieS0ro3DbJglxOjtAP|3zWE4UGou0fSTidypcnIgBXrxM2RB4fY5C|1O0VJapa6kDWwH5jaNDBrFhQxTZxvbQCPz|bc1q4G2LHcC34iZUhAGSLjIeklundDPwYKymUTUBm4|1h6FTn6sNG7iAIWmjFPPYGQaq7F9msEpBL|3I7Y5kWy3hl4qFgTWGWr3nQ95UHm2dazb6|1xuwkfzqVOe621IkvWdtpbns3idMYVEWIv|bc1qLnIQ8kkSfkpihTwZMBexd4lTwZyPlGYRtcK20e|bc1qWK0BOU9CIA32JFRnjidDVpJf1SPB86vwCtP4fN|1iS8pMk13jNKDkW0hdAhuUZPOr7PO4MUOl|13RS6FJNc90Zcfjs4CyCCSt6wNlN1dyKV7,5.05123845|5.02200945|5.01396123|5.03027471|5.02712476|5.00975797|5.04221755|5.02207763|5.04594988|5.04215082|5.0513414|5.01989875|5.01766643|5.039557|5.01570679|5.00501148|5.01027028|5.01303613|5.04577303,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|0.52318768,0.00183606,P2WPKH,TG,True,CoinJoin_Mixer
2026-07-27 18:02:02,83.74.116.106,24.45.55.63,8332,18332,0a28b75a181c20ba31a2ae7cefbbd6796613acc4400e2567f3e43f8d456ad955,12TKFv5wXR9j3GZsHYS5iuzKIFl7jgbLBf,1H8uwfHIOoZrmvm2Tks1eSdSvSTUrk6prp,0.31588444,0.28350079,0.03238365,P2WPKH,CL,True,Fee_Spike
2026-07-27 18:07:55,37.132.141.242,111.168.156.190,3128,8333,65fd9dfa17662c9cd50779b6ca6da42e2a127494cbb45ffa8999d568a4864b21,1parD5V9J6IpBWqJABNpMGZHq00DTFnkfc|3IHH10WiIZ33YOEz6QJHeTAagTn7sMZkvr|bc1qRiLPrphC7qgOFUJDFcdylpXDdBprAjK8TshOjJ|3pYicu8Ho02tXJ5zI4XmcaYn98HPdom6bn|bc1qVWfjoupXyJJLPIqa6bX2Uc18ks0ZsKLfDCSRlQ|3XpWG7CxW4vDpiq1DrGB2VPtBb6F64Hqnt|bc1q7F5GliryvJwawiLi3ZjKiXOodDLLkdoNMmZn6j|bc1qbCzLrCYj48zKEkiJ0rIaEvUSwjTReAq2HbbG5L|1rjO7r3DvwfgyAL1CzJmAgC1jNgwWnYHP0|1juq3zbP6Wq49Ln5JeLsMcbV4RIWhuPQK7|bc1q9IKlmt1VkNR0uO0lRyNUi2HYR35Au11OOYgvF6|14mjPKTNO0d6rrpMMi0AX9qURzEl5tG0Du|3geaxOcs9ks8CjYNwAYSDdfNec9H43rZ5b,37vEIXKtHQ4mLvJCu98TeIlrbRVAan9GZN|1O5LSwgasr38lyfD1G4D8laO3TXNsHwYgy|bc1qMBoF6fh6o9IlBD9XBoyTyRDIGa3QtC94ERlNGV|bc1qvMCtKL0ucIDNW342LfMUIZplZrCE1fGXK4rWHb|17MzXYfTVz3hiIBXoTPn057bIZFCSS9zAK|1KMhJIAsG7WhWLE8fSyUICmwcbaRkhTuKN|bc1qaz33FnplsBXS8T6VZH5PsL5rlYOW6Dp9YB55FI|1zPGPCccBsvYbC3gACWIsh66S1SpJefr8t|11Fj6zBhyinqU3rIN5yAWOKepEDiSuWTvZ|1aqICWt4ScUEzdMWQqRYlTKjuQz1ysPAlm|3HrZG40uESNx8cGw03oHqvIhzPWCKiiaJK|1hIgwV6OfQYVdZJGSkN37FVsQq1L5sDz3N|bc1qf3lGE3oCJv9pNBUtYuKcdfMk9HvaQWCwEXpx6G|3HMlGQCllxJcWCNGnwYPvbDwV3tJdvJFNX,5.02861169|5.00206362|5.01894991|5.02802088|5.04130181|5.03193615|5.0138533|5.02467572|5.04173932|5.02422521|5.02971824|5.04551105|5.04605755,5|5|5|5|5|5|5|5|5|5|5|5|5|0.37612756,0.00053689,P2WPKH,NE,True,CoinJoin_Mixer
2026-07-27 18:14:50,206.147.247.103,141.173.72.166,3128,18332,87d1dbb93fff62184e6385e152026107d0e80cead536ffb5d7db353fa4401745,1GTWMOAPwWHirTIULkgDWlOVfyd2nMlAbQ,1hOR8Rlikk0qQGXSYdPpTAta3gXrkVI0j9|1bQpZwRtzR6hTAeu9aXrtvMMelctNsufNd,13.75264088,0.05643979|13.69594525,0.00025584,P2PKH,LK,True,Peel_Chain
2026-07-27 18:51:04,8.172.49.21,144.91.1.88,63023,18332,678ac7fc5b72d2db31d54087a2541fb332664e17ea81568e5640602bcc116a6b,16atfjW6FV300MalBwCiK2la5TLkmWw1NQ|bc1qBM8P9Bt5qz8l3O36fbVtUcuOyq0ptjI74SCoTE|32k6FhZxBOn6JTrPuAHFCBXohsENKFLDhC,bc1qFPLKC2Ixijn09PLUi7yrLqX53397yROETE3nCI,0.00900813|0.01475949|0.06138275,0.08501951,0.00013086,P2SH,DE,False,Normal_P2P
2026-07-27 19:13:01,165.77.19.50,146.209.187.204,65255,18333,f6fd106ffce608f9b3fb3664e56251a8e0c5695e7a079a02da98ca1fbc2223b2,3GDGjExeeVp35p7DMpAjlg9Us3A7jrG97h|1MD5qw7Is1rgCYo8l9bzE95jWS4VBBIvpf,1XymqwFMtjHIIvdvohmshHjbtb9fuMebif,0.04210023|0.52985177,0.57172428,0.00022772,P2PKH,CL,False,Normal_P2P
2026-07-27 19:41:35,195.230.173.91,206.248.159.220,60430,18333,6bba29d6170590fea26582a9d3fa3318b5c89e96d252a8b3209bd8597c814806,bc1qlb8hsexjsp48fjlxydvQ4GEiPSg2HUrc8XPg84|3yv8cf8ci2IMf7EbayAM3zQVkO95Wa8h3n|3153HPVWq0sFd5GMBY1aIvz2Q7hVxdQpBd,3fTgmji1ssX4kzmay10j3VNMpJ9maljL5l,0.22927685|0.61581274|0.79887809,1.64364294,0.00032474,P2PKH,HU,False,Normal_P2P
2026-07-27 20:12:04,219.148.76.25,113.177.157.139,61812,18333,db034e6594860088c252df427bb8ad59ab3d8702bad506f88bbda5516f280f0b,bc1qdDL0erDw8ZzwdZEbT1WzkqoHOq6ufKUQLZKidz,3jd3ifEvcxZiCyXNpShkNLSZHUxZapyGIE|3hGoAheZ2pQhZpsQeaPZtJyBWzoHfrtS05|11IQU8qoWfdR1Mc8n6fQBcMsWwroH3f3w8|3tnR1K4z96an72vZIA1qG3GWRTwP5j5sDN|1izkOFkKuufVRZxS2qZaQyLC5fL7jZ8egA|bc1q2ZlQTxyhKKaRo9YPCT7D0V7Lka2WzOgPIDvk1E|1BHw4K0qhx4RhiIzWRtKacMnw6sfnrhgoy|1Yj9Ym5b7D0la5Ec4Qpiy7QVIHKWvJfdyX|1A2Dcm9HIivHQcXfDtycpOfdbiflqnBtJ6|3FXAFDo8DB1rluLEGAWidZuxiiyG97lnf9|bc1q9z4O6RW3iE83VXVkRpgl9X42LXidNS1mg2sxsy|3NETr2s9O8Lf0zOEqappBN0o6VxrnNAsTx,5.6228636,0.07265164|0.8867839|0.26501251|0.4333902|0.47320905|0.55623994|0.34293087|0.41659514|0.07637711|0.31301004|0.02012791|1.76298811,0.00354718,P2WPKH,TZ,True,FanOut_Dispersal
2026-07-27 21:10:11,20.39.28.92,22.119.110.112,59071,18333,f4312e9115e1e2b3e5e7565a248e8ec4ceb04a72086eb1b41bfbb450e3c91034,bc1qE9rSj7v4sKuroVy5cNZP7YJV6nMf8w3SFodT8h|bc1qWcKK3UsOwSnBstQKxC64MnSnaRxcSxaE0Uk9Me,bc1qYw2ABTYZebjedSxmv13rXScD070AaICdhLgB83,0.28981123|0.50108728,0.79046769,0.00043082,P2PKH,FI,False,Normal_P2P
2026-07-27 21:22:12,111.44.30.104,223.101.192.28,54094,8333,8c50135b27e900d14a4edd28ab9f3f981793a96d95ee7e469116f57ca0c54293,bc1qz1PFc101RjU7ns3sbnHsFeJwAAJPPzRwyQzdhA|3WTEUTcnFOxT8F8xOujgyDyKO0oWChNXRd|3eJ2LxjJFPLsap9d6v752hCyWZHPrd43bK,bc1qoiFmMJ47FUUtB7RwuVNDoJ5pOktBEsrm0UOIef,0.03814452|0.01857476|0.13743782,0.19370672,0.00045038,P2SH,ML,False,Normal_P2P
2026-07-27 22:12:05,135.218.120.172,185.90.58.198,60048,18333,5c74ba6dab0c2916821900a63fd97f2b335a273efda6bfb406821000fbdf20b3,bc1qkYoAoXAC0exmCmv5QLP9FLuUdNmwDsy66rA52C|1DKHcuLN6yLWY9CKeg5xeefZMf4kiyEgN3|3ovtENOLJRPk49wxQf4R3Gm2TW4A6gkKIx,bc1qbqJm5fxIMaPl1w2Ud4diBynHgNorDloXp2kN6C,0.1688863|0.28258641|0.40225461,0.85331939,0.00040793,P2SH,MN,False,Normal_P2P
2026-07-27 22:13:19,79.34.171.161,188.82.81.155,64595,18332,afd90c5a509be143d916d5f3b3299f455832b467a684293b011ac7aab1e5e8bb,1yY0nYjiRc2cbOnvqpNu8ZCaIxlfrN06Ln|bc1q39CDINEXeHTEMeg48vBk5FLlUVEKDgAqaY8Bvy|3rotMOQ0ItnRos4xPQfSIuC2U3wlkXOr2g,bc1q7ego4XbBkPjKpeCEwCESkUhiKWXxBKGMn5TVu0,0.0657056|0.01662497|0.05224655,0.134354,0.00022312,P2WPKH,IQ,False,Normal_P2P
2026-07-27 22:17:59,1.60.16.222,198.23.212.212,443,8333,db672ce94fb212f959761053416c66a11c63225cb216c3a1ccf62288e873a97c,bc1qtdBu2fKKwhdXgWHMgZB93A3jQnX7ymNuRhAmZe|1Y5tHiRGBYS68tzNjyVQy8RkT3ErRAPQHa|bc1qpsDbhpIk7lHRFIDRcjuB3gYXFgXZa9ach9MoiI|bc1q5akQneNSSdWlZBePRxZviMybsXHfNebPI95FWz|bc1qlfwNgOVTLOOeEkM8OKZDYbaF7zTdWYACSQRnSD|1fbHrIY6YiLKjCuIiwZenM9HDjqN0fZlum|3jWKgYl6pzcoRRA8oTJTxbqo0lv1veMWbP|bc1qIl5f0STkMlUQpJbYan9mwAsgGqaYzSwCobvfGk|bc1qGepXAG0Z4luOD18OWAm1e5aDIlaStSfWWmMiRB|3Lmj4V4e9HbR0DiHk5bmz7ngZZlVSaQSbo|bc1qJESUA5OQ3jcV0HW8nqrmiUX9ueGh0thgmpGHZ1|1OWpTdWO2pQMoFkHWQFEwXKeaEMT2cDDNB|31GMf1Le6bS18zqNJk0CLkJukIDrrL7AtC|3ED89qoDEVK2L5BxWfe0Yp7DWGwKkH1x05|bc1qq8uKPHbsnz3owZEbFNbRXimuEOxla0s8UZvjbd,1EbccwaAhsWIf1Bh8n5YVX6yGhOnOC8Ha7|3ZCHJ4PxdoywLXkMWvHgRCPRlXaejR490g|bc1qAayibB3LLJqMQMgBiNB8HMS1MfWQXkFii8LA3B|1NF3VXRDqjCJ19VkLdaR23H5MrRHbvMSM8|1zCbgffAxeQbIqtuh4k5BB1sb90c09DBxi|bc1qA2EWmL2OXw35By4obzQ3qXzewHWZxsibdkGXHc|3B5Q0VkVe4BPMtw6YiL87Ti96xabIy84TJ|1UVUFaBHKJQARhQA9GZChluCHr0SqV5l4L|1nrF1JhTba5isrRzxXKUjFt5AtNYPsuLVA|bc1qNGk7slQJEHGjn8ElEV5AWz0paEYZjRPyr3nO2C|bc1q9WrgncYAK2EJ7VIjRl2epVHIOeFt6pcaUFiUo6|3PpmbqqsYyMqVcMmTh8Wp2yr0c9QkP1VfW|bc1qQVKWtj9EQE3palP9xge2RZv2HNtYjWmGAIfMfJ|bc1qD689inLPNEqv9n9ucRlb3hb6r8AOKpaLUJbljP|bc1q04hwOgbxcdXsmlCOjZA9MypnH1gadqh7bWsiA8|bc1qsCvkepAAPXRqhIEDOsmlRnmlWDM6utWdUyOg1o,5.02774549|5.04927829|5.02721415|5.00439339|5.03206435|5.02814702|5.0489739|5.02336513|5.00589946|5.0111572|5.00802404|5.04622172|5.03054174|5.01410318|5.01971926,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|0.3759639,0.00088442,P2WPKH,MC,True,CoinJoin_Mixer
